fecha,zona_prov,w_mean
2014-11-01,MISIONES,8739
2014-11-01,NEUQUEN,19902
2014-11-01,RIO NEGRO,11774
2014-11-01,SALTA,8897
2014-11-01,SAN JUAN,9906
2014-11-01,SAN LUIS,10824
2014-11-01,SANTA CRUZ,22697
2014-11-01,SANTA FE,10928
2014-11-01,SANTIAGO DEL ESTERO,8291
2014-11-01,TIERRA DEL FUEGO,22010
2014-11-01,TUCUMAN,9013
2014-12-01,BUENOS AIRES,17315
2014-12-01,CAPITAL FEDERAL,19894
2014-12-01,CATAMARCA,16637
2014-12-01,CHACO,13331
2014-12-01,CHUBUT,28902
2014-12-01,CORDOBA,15850
2014-12-01,CORRIENTES,13565
2014-12-01,ENTRE RIOS,14248
2014-12-01,FORMOSA,13056
2014-12-01,JUJUY,14014
2014-12-01,LA PAMPA,15273
2014-12-01,LA RIOJA,14467
2014-12-01,MENDOZA,13805
2014-12-01,MISIONES,12526
2014-12-01,NEUQUEN,29640
2014-12-01,RIO NEGRO,17076
2014-12-01,SALTA,12910
2014-12-01,SAN JUAN,14397
2014-12-01,SAN LUIS,16660
2014-12-01,SANTA CRUZ,32704
2014-12-01,SANTA FE,16474
2014-12-01,SANTIAGO DEL ESTERO,12002
2014-12-01,TIERRA DEL FUEGO,34555
2014-12-01,TUCUMAN,13063
2015-01-01,BUENOS AIRES,12447
2015-01-01,CAPITAL FEDERAL,15046
2015-01-01,CATAMARCA,12057
2015-01-01,CHACO,9633
2015-01-01,CHUBUT,21984
2015-01-01,CORDOBA,11268
2015-01-01,CORRIENTES,9543
2015-01-01,ENTRE RIOS,10309
2015-01-01,FORMOSA,9494
2015-01-01,JUJUY,9441
2015-01-01,LA PAMPA,11212
2015-01-01,LA RIOJA,9593
2015-01-01,MENDOZA,10414
2015-01-01,MISIONES,9092
2015-01-01,NEUQUEN,22736
2015-01-01,RIO NEGRO,11448
2015-01-01,SALTA,9368
2015-01-01,SAN JUAN,11079
2015-01-01,SAN LUIS,11723
2015-01-01,SANTA CRUZ,24859
2015-01-01,SANTA FE,12127
2015-01-01,SANTIAGO DEL ESTERO,8661
2015-01-01,TIERRA DEL FUEGO,19962
2015-01-01,TUCUMAN,9605
2015-02-01,BUENOS AIRES,12124
2015-02-01,CAPITAL FEDERAL,14629
2015-02-01,CATAMARCA,10192
2015-02-01,CHACO,9441
2015-02-01,CHUBUT,22365
2015-02-01,CORDOBA,10933
2015-02-01,CORRIENTES,9540
2015-02-01,ENTRE RIOS,9863
2015-02-01,FORMOSA,9402
2015-02-01,JUJUY,9379
2015-02-01,LA PAMPA,11276
2015-02-01,LA RIOJA,8110
2015-02-01,MENDOZA,9913
2015-02-01,MISIONES,8798
2015-02-01,NEUQUEN,21964
2015-02-01,RIO NEGRO,12731
2015-02-01,SALTA,9357
2015-02-01,SAN JUAN,10665
2015-02-01,SAN LUIS,10987
2015-02-01,SANTA CRUZ,26520
2015-02-01,SANTA FE,11579
2015-02-01,SANTIAGO DEL ESTERO,8390
2015-02-01,TIERRA DEL FUEGO,21102
2015-02-01,TUCUMAN,9194
2015-03-01,BUENOS AIRES,12941
2015-03-01,CAPITAL FEDERAL,15822
2015-03-01,CATAMARCA,10370
2015-03-01,CHACO,9519
2015-03-01,CHUBUT,21336
2015-03-01,CORDOBA,11156
2015-03-01,CORRIENTES,9564
2015-03-01,ENTRE RIOS,10089
2015-03-01,FORMOSA,9540
2015-03-01,JUJUY,9927
2015-03-01,LA PAMPA,11141
2015-03-01,LA RIOJA,8388
2015-03-01,MENDOZA,9999
2015-03-01,MISIONES,8846
2015-03-01,NEUQUEN,22804
2015-03-01,RIO NEGRO,12916
2015-03-01,SALTA,9682
2015-03-01,SAN JUAN,10637
2015-03-01,SAN LUIS,11341
2015-03-01,SANTA CRUZ,25398
2015-03-01,SANTA FE,11859
2015-03-01,SANTIAGO DEL ESTERO,9057
2015-03-01,TIERRA DEL FUEGO,21333
2015-03-01,TUCUMAN,9546
2015-04-01,BUENOS AIRES,12770
2015-04-01,CAPITAL FEDERAL,15157
2015-04-01,CATAMARCA,10632
2015-04-01,CHACO,9495
2015-04-01,CHUBUT,21825
2015-04-01,CORDOBA,11313
2015-04-01,CORRIENTES,9577
2015-04-01,ENTRE RIOS,10217
2015-04-01,FORMOSA,9698
2015-04-01,JUJUY,10391
2015-04-01,LA PAMPA,11050
2015-04-01,LA RIOJA,9087
2015-04-01,MENDOZA,10190
2015-04-01,MISIONES,8946
2015-04-01,NEUQUEN,22697
2015-04-01,RIO NEGRO,12889
2015-04-01,SALTA,9803
2015-04-01,SAN JUAN,10449
2015-04-01,SAN LUIS,11433
2015-04-01,SANTA CRUZ,24721
2015-04-01,SANTA FE,12061
2015-04-01,SANTIAGO DEL ESTERO,8678
2015-04-01,TIERRA DEL FUEGO,21683
2015-04-01,TUCUMAN,9135
2015-05-01,BUENOS AIRES,13008
2015-05-01,CAPITAL FEDERAL,15190
2015-05-01,CATAMARCA,11099
2015-05-01,CHACO,9975
2015-05-01,CHUBUT,22499
2015-05-01,CORDOBA,11817
2015-05-01,CORRIENTES,9968
2015-05-01,ENTRE RIOS,10718
2015-05-01,FORMOSA,10323
2015-05-01,JUJUY,11075
2015-05-01,LA PAMPA,11960
2015-05-01,LA RIOJA,9542
2015-05-01,MENDOZA,11362
2015-05-01,MISIONES,9459
2015-05-01,NEUQUEN,23770
2015-05-01,RIO NEGRO,13823
2015-05-01,SALTA,10275
2015-05-01,SAN JUAN,11116
2015-05-01,SAN LUIS,11708
2015-05-01,SANTA CRUZ,26158
2015-05-01,SANTA FE,12426
2015-05-01,SANTIAGO DEL ESTERO,9320
2015-05-01,TIERRA DEL FUEGO,23517
2015-05-01,TUCUMAN,9459
2015-06-01,BUENOS AIRES,19513
2015-06-01,CAPITAL FEDERAL,23033
2015-06-01,CATAMARCA,16820
2015-06-01,CHACO,15397
2015-06-01,CHUBUT,32735
2015-06-01,CORDOBA,17677
2015-06-01,CORRIENTES,15045
2015-06-01,ENTRE RIOS,16110
2015-06-01,FORMOSA,15553
2015-06-01,JUJUY,16249
2015-06-01,LA PAMPA,17134
2015-06-01,LA RIOJA,14877
2015-06-01,MENDOZA,16069
2015-06-01,MISIONES,13627
2015-06-01,NEUQUEN,33506
2015-06-01,RIO NEGRO,19511
2015-06-01,SALTA,15375
2015-06-01,SAN JUAN,16494
2015-06-01,SAN LUIS,18062
2015-06-01,SANTA CRUZ,38941
2015-06-01,SANTA FE,18839
2015-06-01,SANTIAGO DEL ESTERO,13966
2015-06-01,TIERRA DEL FUEGO,32563
2015-06-01,TUCUMAN,14013
2015-07-01,BUENOS AIRES,14316
2015-07-01,CAPITAL FEDERAL,16527
2015-07-01,CATAMARCA,12655
2015-07-01,CHACO,11158
2015-07-01,CHUBUT,23227
2015-07-01,CORDOBA,12853
2015-07-01,CORRIENTES,10726
2015-07-01,ENTRE RIOS,11620
2015-07-01,FORMOSA,11481
2015-07-01,JUJUY,11922
2015-07-01,LA PAMPA,12445
2015-07-01,LA RIOJA,11057
2015-07-01,MENDOZA,11713
2015-07-01,MISIONES,10047
2015-07-01,NEUQUEN,23691
2015-07-01,RIO NEGRO,14403
2015-07-01,SALTA,11201
2015-07-01,SAN JUAN,11937
2015-07-01,SAN LUIS,12998
2015-07-01,SANTA CRUZ,29675
2015-07-01,SANTA FE,13967
2015-07-01,SANTIAGO DEL ESTERO,9973
2015-07-01,TIERRA DEL FUEGO,24626
2015-07-01,TUCUMAN,10678
2015-08-01,BUENOS AIRES,14057
2015-08-01,CAPITAL FEDERAL,16407
2015-08-01,CATAMARCA,12327
2015-08-01,CHACO,10745
2015-08-01,CHUBUT,24029
2015-08-01,CORDOBA,12608
2015-08-01,CORRIENTES,10591
2015-08-01,ENTRE RIOS,11142
2015-08-01,FORMOSA,11111
2015-08-01,JUJUY,12367
2015-08-01,LA PAMPA,12596
2015-08-01,LA RIOJA,11629
2015-08-01,MENDOZA,11823
2015-08-01,MISIONES,10082
2015-08-01,NEUQUEN,24797
2015-08-01,RIO NEGRO,14611
2015-08-01,SALTA,10956
2015-08-01,SAN JUAN,11961
2015-08-01,SAN LUIS,12590
2015-08-01,SANTA CRUZ,29045
2015-08-01,SANTA FE,13312
2015-08-01,SANTIAGO DEL ESTERO,9771
2015-08-01,TIERRA DEL FUEGO,26672
2015-08-01,TUCUMAN,10094
2015-09-01,BUENOS AIRES,14607
2015-09-01,CAPITAL FEDERAL,17015
2015-09-01,CATAMARCA,13048
2015-09-01,CHACO,11214
2015-09-01,CHUBUT,24259
2015-09-01,CORDOBA,13004
2015-09-01,CORRIENTES,10986
2015-09-01,ENTRE RIOS,11643
2015-09-01,FORMOSA,11586
2015-09-01,JUJUY,12545
2015-09-01,LA PAMPA,13130
2015-09-01,LA RIOJA,11655
2015-09-01,MENDOZA,12150
2015-09-01,MISIONES,10640
2015-09-01,NEUQUEN,25107
2015-09-01,RIO NEGRO,15168
2015-09-01,SALTA,11228
2015-09-01,SAN JUAN,12076
2015-09-01,SAN LUIS,13301
2015-09-01,SANTA CRUZ,28830
2015-09-01,SANTA FE,13851
2015-09-01,SANTIAGO DEL ESTERO,10194
2015-09-01,TIERRA DEL FUEGO,27070
2015-09-01,TUCUMAN,10762
2015-10-01,BUENOS AIRES,14675
2015-10-01,CAPITAL FEDERAL,17137
2015-10-01,CATAMARCA,13973
2015-10-01,CHACO,11097
2015-10-01,CHUBUT,24164
2015-10-01,CORDOBA,12892
2015-10-01,CORRIENTES,10830
2015-10-01,ENTRE RIOS,11277
2015-10-01,FORMOSA,11341
2015-10-01,JUJUY,12562
2015-10-01,LA PAMPA,13163
2015-10-01,LA RIOJA,11643
2015-10-01,MENDOZA,12263
2015-10-01,MISIONES,10698
2015-10-01,NEUQUEN,24558
2015-10-01,RIO NEGRO,15248
2015-10-01,SALTA,11354
2015-10-01,SAN JUAN,11980
2015-10-01,SAN LUIS,13505
2015-10-01,SANTA CRUZ,29244
2015-10-01,SANTA FE,14031
2015-10-01,SANTIAGO DEL ESTERO,10036
2015-10-01,TIERRA DEL FUEGO,26938
2015-10-01,TUCUMAN,10813
2015-11-01,BUENOS AIRES,14880
2015-11-01,CAPITAL FEDERAL,17442
2015-11-01,CATAMARCA,13194
2015-11-01,CHACO,11704
2015-11-01,CHUBUT,24640
2015-11-01,CORDOBA,13379
2015-11-01,CORRIENTES,11423
2015-11-01,ENTRE RIOS,11964
2015-11-01,FORMOSA,11763
2015-11-01,JUJUY,13057
2015-11-01,LA PAMPA,13410
2015-11-01,LA RIOJA,12277
2015-11-01,MENDOZA,12360
2015-11-01,MISIONES,11137
2015-11-01,NEUQUEN,24798
2015-11-01,RIO NEGRO,15225
2015-11-01,SALTA,11635
2015-11-01,SAN JUAN,12504
2015-11-01,SAN LUIS,14090
2015-11-01,SANTA CRUZ,29194
2015-11-01,SANTA FE,14212
2015-11-01,SANTIAGO DEL ESTERO,10453
2015-11-01,TIERRA DEL FUEGO,28263
2015-11-01,TUCUMAN,11381
2015-12-01,BUENOS AIRES,22649
2015-12-01,CAPITAL FEDERAL,26118
2015-12-01,CATAMARCA,21553
2015-12-01,CHACO,17570
2015-12-01,CHUBUT,36138
2015-12-01,CORDOBA,20428
2015-12-01,CORRIENTES,17276
2015-12-01,ENTRE RIOS,18462
2015-12-01,FORMOSA,18052
2015-12-01,JUJUY,18246
2015-12-01,LA PAMPA,19835
2015-12-01,LA RIOJA,19156
2015-12-01,MENDOZA,18118
2015-12-01,MISIONES,16568
2015-12-01,NEUQUEN,36159
2015-12-01,RIO NEGRO,22056
2015-12-01,SALTA,16893
2015-12-01,SAN JUAN,18398
2015-12-01,SAN LUIS,21685
2015-12-01,SANTA CRUZ,41189
2015-12-01,SANTA FE,21496
2015-12-01,SANTIAGO DEL ESTERO,15586
2015-12-01,TIERRA DEL FUEGO,46217
2015-12-01,TUCUMAN,17295
2016-01-01,BUENOS AIRES,16135
2016-01-01,CAPITAL FEDERAL,19409
2016-01-01,CATAMARCA,15301
2016-01-01,CHACO,12656
2016-01-01,CHUBUT,25587
2016-01-01,CORDOBA,14598
2016-01-01,CORRIENTES,12395
2016-01-01,ENTRE RIOS,13332
2016-01-01,FORMOSA,13255
2016-01-01,JUJUY,12676
2016-01-01,LA PAMPA,14359
2016-01-01,LA RIOJA,12806
2016-01-01,MENDOZA,13026
2016-01-01,MISIONES,11894
2016-01-01,NEUQUEN,26445
2016-01-01,RIO NEGRO,15073
2016-01-01,SALTA,12160
2016-01-01,SAN JUAN,14671
2016-01-01,SAN LUIS,15249
2016-01-01,SANTA CRUZ,29887
2016-01-01,SANTA FE,15764
2016-01-01,SANTIAGO DEL ESTERO,11053
2016-01-01,TIERRA DEL FUEGO,24658
2016-01-01,TUCUMAN,12537
2016-02-01,BUENOS AIRES,16079
2016-02-01,CAPITAL FEDERAL,19528
2016-02-01,CATAMARCA,13666
2016-02-01,CHACO,12617
2016-02-01,CHUBUT,27759
2016-02-01,CORDOBA,14471
2016-02-01,CORRIENTES,12171
2016-02-01,ENTRE RIOS,13379
2016-02-01,FORMOSA,12858
2016-02-01,JUJUY,12788
2016-02-01,LA PAMPA,14721
2016-02-01,LA RIOJA,10823
2016-02-01,MENDOZA,13003
2016-02-01,MISIONES,11807
2016-02-01,NEUQUEN,26280
2016-02-01,RIO NEGRO,15974
2016-02-01,SALTA,12341
2016-02-01,SAN JUAN,13669
2016-02-01,SAN LUIS,14889
2016-02-01,SANTA CRUZ,32595
2016-02-01,SANTA FE,15561
2016-02-01,SANTIAGO DEL ESTERO,11143
2016-02-01,TIERRA DEL FUEGO,27378
2016-02-01,TUCUMAN,12403
2016-03-01,BUENOS AIRES,17256
2016-03-01,CAPITAL FEDERAL,20771
2016-03-01,CATAMARCA,14317
2016-03-01,CHACO,12841
2016-03-01,CHUBUT,26708
2016-03-01,CORDOBA,14945
2016-03-01,CORRIENTES,12337
2016-03-01,ENTRE RIOS,13676
2016-03-01,FORMOSA,13255
2016-03-01,JUJUY,13424
2016-03-01,LA PAMPA,14337
2016-03-01,LA RIOJA,11407
2016-03-01,MENDOZA,13000
2016-03-01,MISIONES,11846
2016-03-01,NEUQUEN,27053
2016-03-01,RIO NEGRO,16703
2016-03-01,SALTA,12685
2016-03-01,SAN JUAN,13667
2016-03-01,SAN LUIS,15302
2016-03-01,SANTA CRUZ,30762
2016-03-01,SANTA FE,15891
2016-03-01,SANTIAGO DEL ESTERO,11557
2016-03-01,TIERRA DEL FUEGO,28386
2016-03-01,TUCUMAN,12430
2016-04-01,BUENOS AIRES,17366
2016-04-01,CAPITAL FEDERAL,20769
2016-04-01,CATAMARCA,14513
2016-04-01,CHACO,13796
2016-04-01,CHUBUT,27623
2016-04-01,CORDOBA,15715
2016-04-01,CORRIENTES,12985
2016-04-01,ENTRE RIOS,14287
2016-04-01,FORMOSA,14518
2016-04-01,JUJUY,14625
2016-04-01,LA PAMPA,15411
2016-04-01,LA RIOJA,13359
2016-04-01,MENDOZA,13891
2016-04-01,MISIONES,12425
2016-04-01,NEUQUEN,28768
2016-04-01,RIO NEGRO,17525
2016-04-01,SALTA,13619
2016-04-01,SAN JUAN,14407
2016-04-01,SAN LUIS,16384
2016-04-01,SANTA CRUZ,31610
2016-04-01,SANTA FE,16679
2016-04-01,SANTIAGO DEL ESTERO,12556
2016-04-01,TIERRA DEL FUEGO,28669
2016-04-01,TUCUMAN,12441
2016-05-01,BUENOS AIRES,17682
2016-05-01,CAPITAL FEDERAL,20955
2016-05-01,CATAMARCA,15313
2016-05-01,CHACO,14253
2016-05-01,CHUBUT,27687
2016-05-01,CORDOBA,16072
2016-05-01,CORRIENTES,13669
2016-05-01,ENTRE RIOS,14508
2016-05-01,FORMOSA,15225
2016-05-01,JUJUY,14914
2016-05-01,LA PAMPA,15824
2016-05-01,LA RIOJA,13881
2016-05-01,MENDOZA,14734
2016-05-01,MISIONES,12674
2016-05-01,NEUQUEN,27947
2016-05-01,RIO NEGRO,17791
2016-05-01,SALTA,14090
2016-05-01,SAN JUAN,14693
2016-05-01,SAN LUIS,16934
2016-05-01,SANTA CRUZ,33804
2016-05-01,SANTA FE,16954
2016-05-01,SANTIAGO DEL ESTERO,12745
2016-05-01,TIERRA DEL FUEGO,29813
2016-05-01,TUCUMAN,12757
2016-06-01,BUENOS AIRES,25756
2016-06-01,CAPITAL FEDERAL,30162
2016-06-01,CATAMARCA,23295
2016-06-01,CHACO,20433
2016-06-01,CHUBUT,40977
2016-06-01,CORDOBA,23073
2016-06-01,CORRIENTES,19494
2016-06-01,ENTRE RIOS,21162
2016-06-01,FORMOSA,21328
2016-06-01,JUJUY,21361
2016-06-01,LA PAMPA,22344
2016-06-01,LA RIOJA,20169
2016-06-01,MENDOZA,21017
2016-06-01,MISIONES,18012
2016-06-01,NEUQUEN,39748
2016-06-01,RIO NEGRO,24889
2016-06-01,SALTA,20065
2016-06-01,SAN JUAN,21295
2016-06-01,SAN LUIS,25118
2016-06-01,SANTA CRUZ,48886
2016-06-01,SANTA FE,24532
2016-06-01,SANTIAGO DEL ESTERO,18196
2016-06-01,TIERRA DEL FUEGO,43627
2016-06-01,TUCUMAN,18157
2016-07-01,BUENOS AIRES,18557
2016-07-01,CAPITAL FEDERAL,21672
2016-07-01,CATAMARCA,16165
2016-07-01,CHACO,14547
2016-07-01,CHUBUT,31841
2016-07-01,CORDOBA,16596
2016-07-01,CORRIENTES,13862
2016-07-01,ENTRE RIOS,15111
2016-07-01,FORMOSA,15425
2016-07-01,JUJUY,15578
2016-07-01,LA PAMPA,16545
2016-07-01,LA RIOJA,15117
2016-07-01,MENDOZA,15573
2016-07-01,MISIONES,13124
2016-07-01,NEUQUEN,32104
2016-07-01,RIO NEGRO,18950
2016-07-01,SALTA,14228
2016-07-01,SAN JUAN,15210
2016-07-01,SAN LUIS,17937
2016-07-01,SANTA CRUZ,39104
2016-07-01,SANTA FE,17727
2016-07-01,SANTIAGO DEL ESTERO,12966
2016-07-01,TIERRA DEL FUEGO,33096
2016-07-01,TUCUMAN,13738
2016-08-01,BUENOS AIRES,18882
2016-08-01,CAPITAL FEDERAL,21932
2016-08-01,CATAMARCA,16822
2016-08-01,CHACO,14902
2016-08-01,CHUBUT,32431
2016-08-01,CORDOBA,16955
2016-08-01,CORRIENTES,14452
2016-08-01,ENTRE RIOS,15446
2016-08-01,FORMOSA,16150
2016-08-01,JUJUY,16796
2016-08-01,LA PAMPA,17020
2016-08-01,LA RIOJA,15417
2016-08-01,MENDOZA,15716
2016-08-01,MISIONES,13562
2016-08-01,NEUQUEN,31140
2016-08-01,RIO NEGRO,19189
2016-08-01,SALTA,14678
2016-08-01,SAN JUAN,15881
2016-08-01,SAN LUIS,18366
2016-08-01,SANTA CRUZ,41114
2016-08-01,SANTA FE,18127
2016-08-01,SANTIAGO DEL ESTERO,13252
2016-08-01,TIERRA DEL FUEGO,33280
2016-08-01,TUCUMAN,13872
2016-09-01,BUENOS AIRES,19149
2016-09-01,CAPITAL FEDERAL,22343
2016-09-01,CATAMARCA,16559
2016-09-01,CHACO,15176
2016-09-01,CHUBUT,31364
2016-09-01,CORDOBA,17072
2016-09-01,CORRIENTES,14346
2016-09-01,ENTRE RIOS,15212
2016-09-01,FORMOSA,15370
2016-09-01,JUJUY,16131
2016-09-01,LA PAMPA,17148
2016-09-01,LA RIOJA,15432
2016-09-01,MENDOZA,15768
2016-09-01,MISIONES,13706
2016-09-01,NEUQUEN,30659
2016-09-01,RIO NEGRO,19433
2016-09-01,SALTA,14887
2016-09-01,SAN JUAN,15986
2016-09-01,SAN LUIS,18179
2016-09-01,SANTA CRUZ,38688
2016-09-01,SANTA FE,18241
2016-09-01,SANTIAGO DEL ESTERO,13263
2016-09-01,TIERRA DEL FUEGO,33226
2016-09-01,TUCUMAN,13910
2016-10-01,BUENOS AIRES,19681
2016-10-01,CAPITAL FEDERAL,23084
2016-10-01,CATAMARCA,17262
2016-10-01,CHACO,15798
2016-10-01,CHUBUT,33439
2016-10-01,CORDOBA,17648
2016-10-01,CORRIENTES,14979
2016-10-01,ENTRE RIOS,15114
2016-10-01,FORMOSA,16668
2016-10-01,JUJUY,16593
2016-10-01,LA PAMPA,17842
2016-10-01,LA RIOJA,16165
2016-10-01,MENDOZA,16448
2016-10-01,MISIONES,14424
2016-10-01,NEUQUEN,32384
2016-10-01,RIO NEGRO,20009
2016-10-01,SALTA,15354
2016-10-01,SAN JUAN,16398
2016-10-01,SAN LUIS,18950
2016-10-01,SANTA CRUZ,40720
2016-10-01,SANTA FE,19042
2016-10-01,SANTIAGO DEL ESTERO,13849
2016-10-01,TIERRA DEL FUEGO,34184
2016-10-01,TUCUMAN,14266
2016-11-01,BUENOS AIRES,20183
2016-11-01,CAPITAL FEDERAL,23716
2016-11-01,CATAMARCA,17638
2016-11-01,CHACO,16194
2016-11-01,CHUBUT,31929
2016-11-01,CORDOBA,18211
2016-11-01,CORRIENTES,15376
2016-11-01,ENTRE RIOS,16003
2016-11-01,FORMOSA,16984
2016-11-01,JUJUY,17463
2016-11-01,LA PAMPA,18223
2016-11-01,LA RIOJA,16776
2016-11-01,MENDOZA,16655
2016-11-01,MISIONES,15081
2016-11-01,NEUQUEN,31966
2016-11-01,RIO NEGRO,20159
2016-11-01,SALTA,15532
2016-11-01,SAN JUAN,17938
2016-11-01,SAN LUIS,19786
2016-11-01,SANTA CRUZ,37768
2016-11-01,SANTA FE,19413
2016-11-01,SANTIAGO DEL ESTERO,14258
2016-11-01,TIERRA DEL FUEGO,35978
2016-11-01,TUCUMAN,15564
2016-12-01,BUENOS AIRES,30478
2016-12-01,CAPITAL FEDERAL,35212
2016-12-01,CATAMARCA,28798
2016-12-01,CHACO,24121
2016-12-01,CHUBUT,48415
2016-12-01,CORDOBA,27415
2016-12-01,CORRIENTES,23120
2016-12-01,ENTRE RIOS,25174
2016-12-01,FORMOSA,24925
2016-12-01,JUJUY,24736
2016-12-01,LA PAMPA,27014
2016-12-01,LA RIOJA,24801
2016-12-01,MENDOZA,24146
2016-12-01,MISIONES,22316
2016-12-01,NEUQUEN,47025
2016-12-01,RIO NEGRO,29353
2016-12-01,SALTA,22845
2016-12-01,SAN JUAN,24929
2016-12-01,SAN LUIS,29592
2016-12-01,SANTA CRUZ,52409
2016-12-01,SANTA FE,29153
2016-12-01,SANTIAGO DEL ESTERO,20998
2016-12-01,TIERRA DEL FUEGO,60532
2016-12-01,TUCUMAN,23610
2017-01-01,BUENOS AIRES,22282
2017-01-01,CAPITAL FEDERAL,26772
2017-01-01,CATAMARCA,20011
2017-01-01,CHACO,17723
2017-01-01,CHUBUT,35269
2017-01-01,CORDOBA,20606
2017-01-01,CORRIENTES,17067
2017-01-01,ENTRE RIOS,18580
2017-01-01,FORMOSA,18033
2017-01-01,JUJUY,18220
2017-01-01,LA PAMPA,19909
2017-01-01,LA RIOJA,17494
2017-01-01,MENDOZA,18001
2017-01-01,MISIONES,16262
2017-01-01,NEUQUEN,34882
2017-01-01,RIO NEGRO,20046
2017-01-01,SALTA,16602
2017-01-01,SAN JUAN,19183
2017-01-01,SAN LUIS,22250
2017-01-01,SANTA CRUZ,38669
2017-01-01,SANTA FE,21553
2017-01-01,SANTIAGO DEL ESTERO,15259
2017-01-01,TIERRA DEL FUEGO,34162
2017-01-01,TUCUMAN,17688
2017-02-01,BUENOS AIRES,21328
2017-02-01,CAPITAL FEDERAL,26071
2017-02-01,CATAMARCA,17967
2017-02-01,CHACO,17158
2017-02-01,CHUBUT,35522
2017-02-01,CORDOBA,19072
2017-02-01,CORRIENTES,16597
2017-02-01,ENTRE RIOS,17766
2017-02-01,FORMOSA,17722
2017-02-01,JUJUY,16910
2017-02-01,LA PAMPA,20004
2017-02-01,LA RIOJA,13872
2017-02-01,MENDOZA,17077
2017-02-01,MISIONES,15939
2017-02-01,NEUQUEN,32867
2017-02-01,RIO NEGRO,21000
2017-02-01,SALTA,16673
2017-02-01,SAN JUAN,18802
2017-02-01,SAN LUIS,20113
2017-02-01,SANTA CRUZ,41450
2017-02-01,SANTA FE,20732
2017-02-01,SANTIAGO DEL ESTERO,14916
2017-02-01,TIERRA DEL FUEGO,35718
2017-02-01,TUCUMAN,16808
2017-03-01,BUENOS AIRES,22854
2017-03-01,CAPITAL FEDERAL,27669
2017-03-01,CATAMARCA,17905
2017-03-01,CHACO,17235
2017-03-01,CHUBUT,33493
2017-03-01,CORDOBA,19843
2017-03-01,CORRIENTES,16787
2017-03-01,ENTRE RIOS,18077
2017-03-01,FORMOSA,17778
2017-03-01,JUJUY,17814
2017-03-01,LA PAMPA,19479
2017-03-01,LA RIOJA,14989
2017-03-01,MENDOZA,17511
2017-03-01,MISIONES,15848
2017-03-01,NEUQUEN,33325
2017-03-01,RIO NEGRO,21634
2017-03-01,SALTA,17143
2017-03-01,SAN JUAN,19080
2017-03-01,SAN LUIS,21088
2017-03-01,SANTA CRUZ,39962
2017-03-01,SANTA FE,21376
2017-03-01,SANTIAGO DEL ESTERO,15957
2017-03-01,TIERRA DEL FUEGO,36212
2017-03-01,TUCUMAN,16850
2017-04-01,BUENOS AIRES,22404
2017-04-01,CAPITAL FEDERAL,27064
2017-04-01,CATAMARCA,18333
2017-04-01,CHACO,17649
2017-04-01,CHUBUT,33892
2017-04-01,CORDOBA,20674
2017-04-01,CORRIENTES,17017
2017-04-01,ENTRE RIOS,18211
2017-04-01,FORMOSA,18409
2017-04-01,JUJUY,18716
2017-04-01,LA PAMPA,20006
2017-04-01,LA RIOJA,15796
2017-04-01,MENDOZA,18136
2017-04-01,MISIONES,15751
2017-04-01,NEUQUEN,34055
2017-04-01,RIO NEGRO,22153
2017-04-01,SALTA,17752
2017-04-01,SAN JUAN,18645
2017-04-01,SAN LUIS,21153
2017-04-01,SANTA CRUZ,38697
2017-04-01,SANTA FE,21262
2017-04-01,SANTIAGO DEL ESTERO,15462
2017-04-01,TIERRA DEL FUEGO,37069
2017-04-01,TUCUMAN,15972
2017-05-01,BUENOS AIRES,22582
2017-05-01,CAPITAL FEDERAL,26872
2017-05-01,CATAMARCA,19325
2017-05-01,CHACO,17970
2017-05-01,CHUBUT,36089
2017-05-01,CORDOBA,20678
2017-05-01,CORRIENTES,17087
2017-05-01,ENTRE RIOS,18791
2017-05-01,FORMOSA,18786
2017-05-01,JUJUY,18843
2017-05-01,LA PAMPA,21520
2017-05-01,LA RIOJA,16235
2017-05-01,MENDOZA,19052
2017-05-01,MISIONES,15982
2017-05-01,NEUQUEN,34573
2017-05-01,RIO NEGRO,23037
2017-05-01,SALTA,18159
2017-05-01,SAN JUAN,19676
2017-05-01,SAN LUIS,21907
2017-05-01,SANTA CRUZ,43994
2017-05-01,SANTA FE,22270
2017-05-01,SANTIAGO DEL ESTERO,16156
2017-05-01,TIERRA DEL FUEGO,38682
2017-05-01,TUCUMAN,16291
2017-06-01,BUENOS AIRES,33499
2017-06-01,CAPITAL FEDERAL,39092
2017-06-01,CATAMARCA,28067
2017-06-01,CHACO,26355
2017-06-01,CHUBUT,54613
2017-06-01,CORDOBA,30315
2017-06-01,CORRIENTES,25236
2017-06-01,ENTRE RIOS,27449
2017-06-01,FORMOSA,27176
2017-06-01,JUJUY,27872
2017-06-01,LA PAMPA,30118
2017-06-01,LA RIOJA,26276
2017-06-01,MENDOZA,27137
2017-06-01,MISIONES,22692
2017-06-01,NEUQUEN,51923
2017-06-01,RIO NEGRO,32832
2017-06-01,SALTA,26396
2017-06-01,SAN JUAN,28341
2017-06-01,SAN LUIS,32563
2017-06-01,SANTA CRUZ,62950
2017-06-01,SANTA FE,32065
2017-06-01,SANTIAGO DEL ESTERO,23276
2017-06-01,TIERRA DEL FUEGO,55532
2017-06-01,TUCUMAN,23405
2017-07-01,BUENOS AIRES,24541
2017-07-01,CAPITAL FEDERAL,28198
